"Wave End/Migration
Date",App,Server_Name,Migration Status,AD Migration Status
2020-07-29 00:00:00,42e52aa4532a4e9d1a4093e9bd8f0366,05eeda01c8a8e5c67fde930b2b78c849,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,3617af8017b617b48d3d8b3912aefccf,699ffe9858821827a18406f1a9ddf8e5,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,010ac8b2f1ef93f6424d3bdacffc6d52,203bdc38bf7d1a99e896823ffd4d0b6f,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,2abdfd6b32d49856fae3ac1ba116c2fa,810ffb76f06f80002b3c96e3f2c78744,Replication in-progress,COMPLETE
2020-07-29 00:00:00,f1030e78f97ea2d5d8a5a53952dc7464,810ffb76f06f80002b3c96e3f2c78744,Replication in-progress,COMPLETE
2020-07-29 00:00:00,0609e0cc8889488754f0f682f21d15da,810ffb76f06f80002b3c96e3f2c78744,Replication in-progress,COMPLETE
2020-07-29 00:00:00,5b410d9870ab52313d64a3deacb61f2d,810ffb76f06f80002b3c96e3f2c78744,Replication in-progress,COMPLETE
2020-07-29 00:00:00,ad437fbb41d7e6a2e0bffca0592132cf,c38a19a62117e4c781e9d6462b5d342f,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,a4bf2029ffb68115c535885283eebdab,3580726398c5eaad43e4fc37310c9129,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,b2257ca3e05c0cb5f60c75ec948b4d46,49774d9e10bfcde43abfad6fb41530ac,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,9ee9a7a2b6c69797024c7e8f72678777,4281c66619c3e3a41cb71d1d6da77855,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,e7a1c3b20a12969da19780da5e27a736,4c0af3725827b740654ca3c4ce1bd69a,Boot-up Test Complete,COMPLETE
2020-08-05 00:00:00,53f626637b1d3e6d9e0d407eeb815401,d543abe079e8b84ca95d1a86730267a3,Replication in-progress,0
2020-08-05 00:00:00,53f626637b1d3e6d9e0d407eeb815401,ac8719267efced0656e6d2949f7b22f9,Ready to Test,COMPLETE
2020-08-05 00:00:00,53f626637b1d3e6d9e0d407eeb815401,a33a730ecb4b8808090147990be06c67,Replication in-progress,COMPLETE
2020-07-29 00:00:00,a253ad73365c5a2a98037e3be920b1e5,63b7d6dabb81f7f68e6d6b0dd448dbbf,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,348b482f7f64d4884dda3c85b5c25cf6,f34c13cac6c650a954cd9bbb62c74908,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,d63fcb033444dea5fe683ccb782d3818,f34c13cac6c650a954cd9bbb62c74908,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,f194fe4352fa98c38f1c98ffa27f9264,f34c13cac6c650a954cd9bbb62c74908,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,08770d8d6b3e7f6c47f52a9c0d534370,f34c13cac6c650a954cd9bbb62c74908,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,550af1f6e28d59eacd9a6ef8ed9ee112,586b269811f640a326ac7e120e92892c,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,550af1f6e28d59eacd9a6ef8ed9ee112,5f0a0efa9568d7efa786ea3423e1e4ff,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,1e7b9e16ad24b5308cf31bfcb3c4cb41,d0667b7e7477c9ec6ed6de53de9c2345,Boot-up Test Complete,COMPLETE
2020-08-19 00:00:00,7aca9e44f6d10f8b67f787d465919d91,1a5e2aee3fab83126a3cdaeeff2337d6,Boot-up Test Complete,2020-08-15 00:00:00
2020-07-29 00:00:00,30ea1e77e6a5d596753c4b2149c8ab9e,4c7cd49e2f07c6609f96d945fa96592f,Boot-up Test Complete,COMPLETE
Deco,64cc6deb36d45d01e51f8a3394dde25f,448389b8e8cd7036892a063e501efcb1,Boot-up Test Complete,0
2020-08-05 00:00:00,cc76524adce4c06b133e66b0f6372a65,bf7fc1996914be98e70a5e35108ee680,Boot-up Test Complete,0
2020-08-05 00:00:00,c79eddb0604f86ec90fb7154385604c4,cc9f753b7eff113b33e9c492f950dce9,Boot-up Test Complete,0
Deco,6e98a4ba703f998e855c481d8b10ee83,448389b8e8cd7036892a063e501efcb1,Boot-up Test Complete,0
2020-07-29 00:00:00,8cf6499b9351f7e114e80903f2fd1bc4,bba0d61d2e0b230d9cfb46d95876edc7,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,c00f944f9ef31b961352f1ac6dba90a7,a5c8a3bdb770b434cca339d4be893222,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,c00f944f9ef31b961352f1ac6dba90a7,ced80d9e983087929171d1debe8c0184,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,c00f944f9ef31b961352f1ac6dba90a7,5f282c0e06d6c2fa8a0d81fa07213499,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,d63fcb033444dea5fe683ccb782d3818,b36c86e6170b11607ca87f777dbbbd46,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,a253ad73365c5a2a98037e3be920b1e5,b36c86e6170b11607ca87f777dbbbd46,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,a1422011350ca944fb9a472ba8552c92,b36c86e6170b11607ca87f777dbbbd46,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,400ccd47c2417d7b741dae0b1b73b529,96ac9a16d495561adcee987d51bcb15b,Boot-up Test Complete,COMPLETE
2020-07-29 00:00:00,901d4ac80e8eb2b34dcd6e2e392b8b84,96ac9a16d495561adcee987d51bcb15b,Boot-up Test Complete,COMPLETE
2020-08-14 00:00:00,e81358b10caec86671ecbfdaa090579d,c1f37866fe237001e6a8c77681e59a78,Boot-up Test Complete,0
2020-08-16 00:00:00,73ee8a06d653b6b3a7ff80f8a7b10bf3,501669ee769dfc064d2104742fcb5d96,Boot-up Test Complete,COMPLETE
2020-08-16 00:00:00,50e70626820b912495b899399dcc5004,501669ee769dfc064d2104742fcb5d96,Boot-up Test Complete,COMPLETE
2020-08-16 00:00:00,57491ce21af02e18e13601a79780b09c,501669ee769dfc064d2104742fcb5d96,Boot-up Test Complete,COMPLETE
2020-08-16 00:00:00,ed639e327f5d6689b3a735b87157dbc4,501669ee769dfc064d2104742fcb5d96,Boot-up Test Complete,COMPLETE
2020-08-16 00:00:00,b0a6687126b11ccea893fa6ed86f5c9f,501669ee769dfc064d2104742fcb5d96,Boot-up Test Complete,COMPLETE
2020-08-05 00:00:00,9d77c9b1b68714c8a669b459d1bc7198,986fa66ea87fe56a8d4fccb4bb0cf03f,Boot-up Test Complete,COMPLETE
Azure,135e140da1aa1cb0334b250ae503095d,5ef87497eaa181ee3533d0add8dff4af,Boot-up Test Complete,COMPLETE
2020-08-05 00:00:00,135e140da1aa1cb0334b250ae503095d,6d33dadf37016fff59e16fa3fbda2764,Boot-up Test Complete,COMPLETE
2020-08-05 00:00:00,91c46250d841eff47f02b1a93b79fd24,011eacfafc500d63773d8a8324c81c71,Boot-up Test Complete,COMPLETE
2020-08-05 00:00:00,91c46250d841eff47f02b1a93b79fd24,72123219105bd38079be34c6db3f74a8,Boot-up Test Complete,COMPLETE
2020-08-19 00:00:00,6c0b41a300240a3c25c9d6595ae8ada7,70fac348ea8ffd0acd443db7b81e21a1,Boot-up Test Complete,COMPLETE
2020-08-19 00:00:00,6c0b41a300240a3c25c9d6595ae8ada7,f08708dcc84b240ad66fa25c1337c95a,Boot-up Test Complete,COMPLETE
2020-08-19 00:00:00,6c0b41a300240a3c25c9d6595ae8ada7,676375dfea0eefa9b3247dee59891c8d,Boot-up Test Complete,COMPLETE
2020-08-05 00:00:00,3cd2d5cb504ef42b272fcab96148f91e,8975156a6a4eb826f9764add9449d98a,Boot-up Test Complete,COMPLETE
Azure,e7d10ff8eb5aceaa15e5ebe31bf400aa,d7049f31cf359755bfbe2b1cee84c1fc,Boot-up Test Complete,Planned for 10/7
Azure,66d121d2180638f9e4367dfae0996df9,89754fe11f6bde28ba8aa0fa3f117bc2,Boot-up Test Complete,0
2020-08-05 00:00:00,ab3bfb762826e602ddfda14b004cd8e0,4c6da2f501bcfe876a2c666b1418f277,Boot-up Test Complete,Planned for 7/16
2020-08-05 00:00:00,b1e317715c6f0d66cc1558b92b998646,ce9f363ff0015e0a910b3ef2e2ed7516,Boot-up Test Complete,COMPLETE
2020-08-14 00:00:00,8753daba2499280c3c63d4daa2e2b815,66057ddc5ca851c4e3180b97871963b0,Boot-up Test Complete,Planned for 8/7
2020-08-14 00:00:00,7f6fde2b3ddec617e149f67df7c949c7,050227455b29a657a2771dea1e78fefb,Boot-up Test Complete,Planned for 8/7
2020-08-14 00:00:00,7f6fde2b3ddec617e149f67df7c949c7,ffe0edd06d23ea5ae476fb7fa14ed581,Boot-up Test Complete,Planned for 8/7
On-Hold,c98115b0d872fb2392de50ea1c093831,efe3e44cc253c10ba417fa978cf6446d,Replication in-progress,Planned for 9/5
DMZ,c98115b0d872fb2392de50ea1c093831,738f0bc19fe4aff783f7271c8f719a63,,
2020-08-05 00:00:00,fb9df051056f2ad18d1bcc03ab3e8eec,c4cbdc56798f02f99adb5af93a350316,Boot-up Test Complete,COMPLETE
2020-07-21 00:00:00,d9c113eb131f3285c0267b4dcf8cb4f8,0033b59d2194406714186a6b46decd5d,Complete,COMPLETE - 5/13/20
2020-07-21 00:00:00,d9c113eb131f3285c0267b4dcf8cb4f8,3563c995b4a3aad8550ba892cec55619,Complete,COMPLETE - 5/13/20
2020-07-21 00:00:00,d9c113eb131f3285c0267b4dcf8cb4f8,2ec74bdec45afa43636e6da85c547323,Complete,COMPLETE - 5/13/20
2020-07-15 00:00:00,59f764e6ce2743667d1e8e38bf07157f,8d62d3799dc984d1862b2e52bb8ed9ed,Complete,COMPLETE
2020-07-15 00:00:00,043e61ffa5a84cabe20282d6c729ce6f,b87fcafad9cbb3fed1e6c68e89ba533a,Complete,COMPLETE
2020-07-15 00:00:00,043e61ffa5a84cabe20282d6c729ce6f,93cfc1b4553511fd47577918b86adfd6,Complete,COMPLETE
2020-07-15 00:00:00,043e61ffa5a84cabe20282d6c729ce6f,4a8230ae6e43bf8d4cc482b315cf9ad7,Complete,COMPLETE
2020-07-15 00:00:00,043e61ffa5a84cabe20282d6c729ce6f,6c32af8f8b33ed202bc8f1bf7d617ca8,Complete,COMPLETE
2020-07-15 00:00:00,043e61ffa5a84cabe20282d6c729ce6f,1ac67e8d9de1fe0a4133241b6c148b5b,Complete,COMPLETE
2020-07-15 00:00:00,043e61ffa5a84cabe20282d6c729ce6f,f23fba9007af3ae0706dd865ef971916,Complete,COMPLETE
2020-07-15 00:00:00,043e61ffa5a84cabe20282d6c729ce6f,5c79d4815d2e9ded07e896075db82280,Complete,COMPLETE
2020-07-15 00:00:00,a3ed21c6e9fbde7e3d1a5c94117faf86,5d4ce7434f6cbe6db9356f1cadaa35f2,Complete,COMPLETE
2020-07-15 00:00:00,f790c2bc9b3df96e80b0d64e175b629b,325df3dd63086a28c2fde0461095ed01,Complete,COMPLETE
2020-07-15 00:00:00,ad7d30b17d6cd6e97ebcaf118de945e6,bad068a1cc14d5c99938888a8ddbf685,Complete,COMPLETE
2020-07-15 00:00:00,5ba4fdd0ab3ad0269535a7890876341c,efcff39ba291935a0a1537808128c1cd,Complete,COMPLETE
2020-07-09 00:00:00,003ea97f76fdb5f82d9f2d4403e94ae8,ae0d6de3f756617ea496cfb1f6b44001,Complete,COMPLETE
2020-07-09 00:00:00,003ea97f76fdb5f82d9f2d4403e94ae8,eab61b088cac94c78bbfcedc890356df,Complete,COMPLETE
2020-07-09 00:00:00,003ea97f76fdb5f82d9f2d4403e94ae8,a741c0a95657a4c699f374b14ed3bf99,Complete,COMPLETE
2020-07-09 00:00:00,dac02556de377c86127a343c785c8ebe,71c60bb3a8a373e6d5b8d6c8ccddd357,Complete,COMPLETE
2020-07-09 00:00:00,b52439655808b90fe39b463c4ebd1d1b,cde3dc10a26dee3284763c33e322c26d,Complete,COMPLETE
2020-07-09 00:00:00,ad41946e7300d80f27df43e2985277c0,cde3dc10a26dee3284763c33e322c26d,Complete,COMPLETE
2020-06-25 00:00:00,b3eff1077b002c0df1d0ee80550e0e1e,92b0f549965c781feb3ade4c3fd1adc8,Complete,COMPLETE
2020-06-25 00:00:00,b3eff1077b002c0df1d0ee80550e0e1e,f2f5718c73e8296663b94e91c3f4579f,Complete,COMPLETE
2020-06-25 00:00:00,c47f992d53dc5b25243b2541498d743a,f2f5718c73e8296663b94e91c3f4579f,Complete,COMPLETE
2020-06-25 00:00:00,fea5a8ccb0387f8cf609de433d14f1d5,de0db5ee1ae3d96a087fe4f489954ea9,Complete,COMPLETE
2020-06-25 00:00:00,0609e0cc8889488754f0f682f21d15da,de0db5ee1ae3d96a087fe4f489954ea9,Complete,COMPLETE
2020-06-18 00:00:00,6b50cd2490a7a22361c95ca0796ed558,d5d43565fe3c3abec8c8d6ea7ebf876c,Complete,COMPLETE
2020-06-18 00:00:00,0086365fb1b8721c27ebb06701e6191b,d5d43565fe3c3abec8c8d6ea7ebf876c,Complete,COMPLETE
2020-06-18 00:00:00,d3e65b7cc204dad21652b43334c993a2,1c90dea3f32f0af6614801506389879e,Complete,COMPLETE
2020-06-18 00:00:00,9fd0c459ef9bfe16ba0d237e95687e91,ddb2ac9c36816e0305671f5f59151d06,Complete,COMPLETE
2020-06-18 00:00:00,f5d7b7f18a61c0771ab4eeb495dcc218,54236aa27deb80d70bb17e2a1c9cc428,Complete,COMPLETE
2020-06-11 00:00:00,889beb43be0a67a00cdfdd9db0e972e9,d63df5a2119b1f856b6e8b727e3470b2,Ready to Test,COMPLETE
2020-10-21 00:00:00,9ef8fb2318251ebac15b745f7b8088ba,c04ad0a782ec40d9f931b223c22a37b8,Region Build Pending,COMPLETE
2020-10-21 00:00:00,9ef8fb2318251ebac15b745f7b8088ba,6d56b756ad0e7271935afc429d458d74,Region Build Pending,COMPLETE
2020-10-21 00:00:00,9ef8fb2318251ebac15b745f7b8088ba,b036f7f7f6a9ed9a7413a91409909c79,Region Build Pending,COMPLETE
2020-10-21 00:00:00,94eb7298148d9736278d06d666a05041,042c01ec974ce86a460b82ea560e9b1c,Region Build Pending,0
2020-10-21 00:00:00,94eb7298148d9736278d06d666a05041,438c715b72f6965a8936db1aa05d5397,Region Build Pending,0
2020-10-21 00:00:00,94eb7298148d9736278d06d666a05041,038684e5926c99afaa47126cc587687d,Region Build Pending,0
2020-10-14 00:00:00,94eb7298148d9736278d06d666a05041,c590b788dea127c152e1bdedd115445f,Region Build Pending,0
2020-10-14 00:00:00,94eb7298148d9736278d06d666a05041,92ca42b0c27b03a23717d5fee5e1604f,Region Build Pending,0
2020-10-14 00:00:00,b8ca521c55a36d45cd10b81557a727ca,944bcdfc0b03ea5da0aa919f889d54b7,Region Build Pending,COMPLETE
2020-10-14 00:00:00,c9d43b6169dbad21c16bae391bb601f2,9b5407865ac1f2331bb3e194d0c2b7ed,Region Build Pending,COMPLETE
2020-10-07 00:00:00,6d4b27793360109ceaf4a256def324c1,2639f02c1b7bc966b44f7fdf681d695c,Region Build Pending,COMPLETE
2020-10-07 00:00:00,6d4b27793360109ceaf4a256def324c1,32ff873d95498e9541f77902f04c41ed,Region Build Pending,COMPLETE
2020-10-07 00:00:00,a8dc71cd473d42792d612d92c7d81776,a8a78c4b558117541e887d14a56fc2aa,Region Build Pending,COMPLETE
2020-10-07 00:00:00,a8dc71cd473d42792d612d92c7d81776,2639f02c1b7bc966b44f7fdf681d695c,Region Build Pending,COMPLETE
2020-10-07 00:00:00,a8dc71cd473d42792d612d92c7d81776,461e88be6800d27fc4ab293182c1f52a,Region Build Pending,COMPLETE
2020-10-07 00:00:00,b071b848e357d706bebb20f1e4d6a189,373eb49c45cfa4d8c7f353804c388b9b,Region Build Pending,0
2020-10-07 00:00:00,d62d17422f9b99af6e1faa1dd45bd42b,c609ba09d201a8045eea25253bd9f04c,Region Build Pending,COMPLETE
2020-10-07 00:00:00,250623e472ff69caf74e43bd4e810fc1,2c6db5197e7dbcf713940554c5fed173,Region Build Pending,0
2020-10-07 00:00:00,250623e472ff69caf74e43bd4e810fc1,e9ffc8f0a59a1d4626902d1b17e9e1ef,Region Build Pending,0
2020-09-30 00:00:00,6f1c92b1a11ebff3c45bac3089a46f37,e712ad935bd18afa9808a17efe689ea6,Region Build Pending,0
2020-09-30 00:00:00,44c34fde3776915118249bf417e7d6c3,568daadc34e854f3fc5c0babd2249f0f,Region Build Pending,0
2020-09-30 00:00:00,4ba0041fb994e52d44daae5dc801b53c,c9592bf8c29527905df9750b56ae895b,Region Build Pending,0
2020-09-30 00:00:00,c324b6b3a96d7819f87b3448792f863c,9cbd40302d15f598f8ea3b804a0bb74f,Region Build Pending,0
2020-09-30 00:00:00,2049b4f76e6ba07b75118ef83641af11,f5934992c9579f5a439fd840114a4251,Region Build Pending,0
2020-09-30 00:00:00,0b59ea4eb7bd100c23a2c9a157032eba,5671ac6c304d4669da9ee5cabc42ab4e,Region Build Pending,0
2020-09-30 00:00:00,fc7e445e630c798e1bc0316cbd0701de,be268ddd5b406c5e273c151c239553de,Region Build Pending,0
2020-09-30 00:00:00,b1b9b096d0572ee021822d9217ba9b57,2c4c968c0ab452ac15eb76c3ba4baae4,Region Build Pending,0
2020-09-30 00:00:00,b1b9b096d0572ee021822d9217ba9b57,042a7f6e615134a13de10fa7aaeb84b9,Region Build Pending,0
2020-09-30 00:00:00,e51cfc6c16556db7549aef3c02f0dca0,e712ad935bd18afa9808a17efe689ea6,Region Build Pending,0
2020-09-30 00:00:00,9ef8fb2318251ebac15b745f7b8088ba,3c65c7362ac1990c5bb077a5431e4b8f,Region Build Pending,COMPLETE
2020-09-30 00:00:00,9ef8fb2318251ebac15b745f7b8088ba,a5160960bc93820e8358380394fe839b,Region Build Pending,COMPLETE
2020-09-30 00:00:00,95a50bdbae6154df21c3597e0d54bd0d,635d543751476b55348f2212b65fd02a,Region Build Pending,0
2020-09-30 00:00:00,d249b0cd2eca33b696af5d5b382c6278,635d543751476b55348f2212b65fd02a,Region Build Pending,0
2020-09-30 00:00:00,731c2b72a8ed26bd8c7c1e4dc7c6a4d0,c9c45752198680d0e8c421dbca876fb0,Region Build Pending,COMPLETE
2020-09-30 00:00:00,731c2b72a8ed26bd8c7c1e4dc7c6a4d0,95e3fccf78994384073e2d0956e833ff,Region Build Pending,COMPLETE
2020-09-30 00:00:00,731c2b72a8ed26bd8c7c1e4dc7c6a4d0,f70c75bbd8881aba6a1ca94075c585ae,Region Build Pending,0
2020-09-30 00:00:00,731c2b72a8ed26bd8c7c1e4dc7c6a4d0,ab6d82177b1d04051965d5ab705b7070,Region Build Pending,COMPLETE
2020-09-30 00:00:00,9fa00c807d95e14095a317035109a32b,c9592bf8c29527905df9750b56ae895b,Region Build Pending,0
2020-09-30 00:00:00,bfcf0e333ccf0a180bb229afc47a8e72,2c00763d8e95c6bb3d3f7540128c52f9,Region Build Pending,0
2020-09-30 00:00:00,5ef2d1dee76b7589744ac1db42c0aa3d,d69542c1e8617f308b7f35b07d2adb3a,Region Build Pending,0
2020-09-30 00:00:00,79a958bcfc78cb4752e950deb407fca7,c9592bf8c29527905df9750b56ae895b,Region Build Pending,0
2020-09-30 00:00:00,79a958bcfc78cb4752e950deb407fca7,042a7f6e615134a13de10fa7aaeb84b9,Region Build Pending,0
2020-09-30 00:00:00,4ad324837ebf77d5c33f6168fcb54cff,c9592bf8c29527905df9750b56ae895b,Region Build Pending,0
2020-09-30 00:00:00,4ad324837ebf77d5c33f6168fcb54cff,60f85f7a6563c7d2c21f44f13d7e83ff,Region Build Pending,0
2020-09-30 00:00:00,4ad324837ebf77d5c33f6168fcb54cff,1c4b2edc326ce253a356aa9a9108b35d,Region Build Pending,0
2020-09-30 00:00:00,4ad324837ebf77d5c33f6168fcb54cff,2372625492ad4d3a13ee7835ec7c7de0,Region Build Pending,0
2020-09-30 00:00:00,4ad324837ebf77d5c33f6168fcb54cff,4d936e45169f7e1130399893e83bfcb8,Region Build Pending,0
2020-09-30 00:00:00,4b94a7ceb9a7b95e8eba17a5191816e4,c9592bf8c29527905df9750b56ae895b,Region Build Pending,0
2020-09-30 00:00:00,4b94a7ceb9a7b95e8eba17a5191816e4,042a7f6e615134a13de10fa7aaeb84b9,Region Build Pending,0
2020-09-30 00:00:00,80b2e23df76530f131bf7d3450097cca,7a0fb1ee19fb56d7e1fb42c5f85a849d,Region Build Pending,COMPLETE
2020-09-30 00:00:00,aca43c004fea0d9289ac6869dd4e48e8,1c36439a0bd4d3e70a289b2384ea103d,Region Build Pending,COMPLETE
2020-09-30 00:00:00,aca43c004fea0d9289ac6869dd4e48e8,8ff65d3fc084a72aa094cfd6357f1541,Region Build Pending,0
2020-09-30 00:00:00,34e372b41fbbf3268664979abf2d6d61,7a55f809ba67488ef89bba16be6df533,Region Build Pending,COMPLETE
2020-09-30 00:00:00,34e372b41fbbf3268664979abf2d6d61,a1438ebe816b5de665bd4ddf43bb3316,Region Build Pending,COMPLETE
2020-09-30 00:00:00,84e56771217d4e651af525b423cd9dad,db4ad81f1bd4e14ab4e845ed8497e83b,Region Build Pending,COMPLETE
2020-09-30 00:00:00,84e56771217d4e651af525b423cd9dad,cdd7d87239db8f97d5848026b2098616,Region Build Pending,COMPLETE
2020-09-30 00:00:00,84e56771217d4e651af525b423cd9dad,7ebf9d92f6582668b4e5e0bbc7dcedf8,Region Build Pending,COMPLETE
2020-09-30 00:00:00,4e30ced3959eefdfc2f9dc6bf47cbe5b,7a55f809ba67488ef89bba16be6df533,Region Build Pending,COMPLETE
2020-09-30 00:00:00,4f09a59cf8c479f136dee27ef93074b5,6f0ef7596b201e40e043684b002b0ec9,Region Build Pending,0
2020-09-30 00:00:00,4f09a59cf8c479f136dee27ef93074b5,cbfcd7fade50c24d6aa7c5cc89795171,Region Build Pending,0
2020-09-30 00:00:00,2e9b33a7c63b05a599681869305e9545,7a55f809ba67488ef89bba16be6df533,Region Build Pending,COMPLETE
2020-09-30 00:00:00,2e9b33a7c63b05a599681869305e9545,a1438ebe816b5de665bd4ddf43bb3316,Region Build Pending,COMPLETE
2020-09-30 00:00:00,ef63ceb12b3224f5d7cf3ae54f9c1000,a1438ebe816b5de665bd4ddf43bb3316,Region Build Pending,COMPLETE
2020-09-30 00:00:00,ef63ceb12b3224f5d7cf3ae54f9c1000,db4ad81f1bd4e14ab4e845ed8497e83b,Region Build Pending,COMPLETE
2020-09-30 00:00:00,ef63ceb12b3224f5d7cf3ae54f9c1000,6f0ef7596b201e40e043684b002b0ec9,Region Build Pending,0
2020-09-30 00:00:00,ef63ceb12b3224f5d7cf3ae54f9c1000,cbfcd7fade50c24d6aa7c5cc89795171,Region Build Pending,0
2020-09-30 00:00:00,ef63ceb12b3224f5d7cf3ae54f9c1000,7a55f809ba67488ef89bba16be6df533,Region Build Pending,COMPLETE
